From	To
P30566	ADSL
P30533	LRPAP1
P30520	ADSS2
P30419	NMT1
P30414	NKTR
P30405	PPIF
P30260	CDC27
P30154	PPP2R1B
P30153	PPP2R1A
P30101	PDIA3
P30086	PEBP1
P30085	CMPK1
P30084	ECHS1
P30050	RPL12
P30049	ATP5F1D
P30048	PRDX3
P30046	DDT
P30044	PRDX5
P30043	BLVRB
P30041	PRDX6
P30040	ERP29
P30038	ALDH4A1
P29966	MARCKS
P29692	EEF1D
P29590	PML
P29558	RBMS1
P29401	TKT
P29375	KDM5A
P29373	CRABP2
P29353	SHC1
P29218	IMPA1
P29144	TPP2
P29084	GTF2E2
P29083	GTF2E1
P28838	LAP3
P28799	GRN
P28676	GCA
P28482	MAPK1
P28370	SMARCA1
P28340	POLD1
P28331	NDUFS1
P28329	CHAT
P28161	GSTM2
P28074	PSMB5
P28072	PSMB6
P28070	PSMB4
P28066	PSMA5
P27987	ITPKB
P27824	CANX
P27816	MAP4
P27797	CALR
P27708	CAD
P27707	DCK
P27695	APEX1
P27694	RPA1
P27635	RPL10
P27540	ARNT
P27482	CALML3
P27361	MAPK3
P27348	YWHAQ
P27144	AK4
P27105	STOM
P26885	FKBP2
P26641	EEF1G
P26640	VARS
P26639	TARS1
P26599	PTBP1
P26583	HMGB2
P26440	IVD
P26374	CHML
P26373	RPL13
P26368	U2AF2
P26358	DNMT1
P26196	DDX6
P26038	MSN
P25789	PSMA4
P25788	PSMA3
P25787	PSMA2
P25786	PSMA1
P25705	ATP5F1A
P25686	DNAJB2
P25685	DNAJB1
P25490	YY1
P25440	BRD2
P25398	RPS12
P25325	MPST
P25208	NFYB
P25205	MCM3
P25098	GRK2
P24941	CDK2
P24928	POLR2A
P24752	ACAT1
P24666	ACP1
P24588	AKAP5
P24539	ATP5PB
P24534	EEF1B2
P24386	CHM
P23921	RRM1
P23919	DTYMK
P23786	CPT2
P23677	ITPKA
P23610	F8A1
P23610	F8A2
P23610	F8A3
P23588	EIF4B
P23528	CFL1
P23527	HIST1H2BO
P23526	AHCY
P23511	NFYA
P23468	PTPRD
P23443	RPS6KB1
P23434	GCSH
P23396	RPS3
P23381	WARS
P23378	GLDC
P23368	ME2
P23284	PPIB
P23258	TUBG1
P23246	SFPQ
P23193	TCEA1
P22830	FECH
P22694	PRKACB
P22681	CBL
P22674	CCNO
P22626	HNRNPA2B1
P22612	PRKACG
P22570	FDXR
P22392	NME2
P22314	UBA1
P22307	SCP2
P22234	PAICS
P22102	GART
P22087	FBL
P22061	PCMT1
P22059	OSBP
P22033	MMUT
P21980	TGM2
P21964	COMT
P21953	BCKDHB
P21709	EPHA1
P21589	NT5E
P21399	ACO1
P21397	MAOA
P21359	NF1
P21333	FLNA
P21283	ATP6V1C1
P21281	ATP6V1B2
P21266	GSTM3
P21246	PTN
P20962	PTMS
P20936	RASA1
P20933	AGA
P20929	NEB
P20839	IMPDH1
P20810	CAST
P20742	PZP
P20700	LMNB1
P20674	COX5A
P20671	HIST1H2AD
P20645	M6PR
P20618	PSMB1
P20340	RAB6A
P20339	RAB5A
P20338	RAB4A
P20337	RAB3B
P20290	BTF3
P20248	CCNA2
P20073	ANXA7
P20042	EIF2S2
P19961	AMY2B
P19784	CSNK2A2
P19623	SRM
P19525	EIF2AK2
P19429	TNNI3
P19404	NDUFV2
P19388	POLR2E
P19387	POLR2C
P19367	HK1
P19338	NCL
P19174	PLCG1
P19105	MYL12A
P19022	CDH2
P18859	ATP5PF
P18858	LIG1
P18846	ATF1
P18754	RCC1
P18669	PGAM1
P18621	RPL17
P18615	NELFE
P18583	SON
P18206	VCL
P18124	RPL7
P18085	ARF4
P18077	RPL35A
P17987	TCP1
P17980	PSMC3
P17900	GM2A
P17858	PFKL
P17844	DDX5
P17812	CTPS1
P17707	AMD1
P17655	CAPN2
P17612	PRKACA
P17174	GOT1
P17096	HMGA1
P17066	HSPA6
P17050	NAGA
P16989	YBX3
P16949	STMN1
P16930	FAH
P16615	ATP2A2
P16591	FER
P16519	PCSK2
P16473	TSHR
P16403	HIST1H1C
P16402	HIST1H1D
P16383	GCFC2
P16333	NCK1
P16278	GLB1
P16219	ACADS
P16152	CBR1
P16104	H2AFX
P16083	NQO2
P15927	RPA2
P15924	DSP
P15923	TCF3
P15880	RPS2
P15735	PHKG2
P15586	GNS
P15531	NME1
P15374	UCHL3
P15311	EZR
P15170	GSPT1
P15121	AKR1B1
P15104	GLUL
P14927	UQCRB
P14923	JUP
P14868	DARS
P14866	HNRNPL
P14859	POU2F1
P14854	COX6B1
P14735	IDE
P14652	HOXB2
P14649	MYL6B
P14635	CCNB1
P14625	HSP90B1
P14618	PKM
P14550	AKR1A1
P14543	NID1
P14406	COX7A2
P14324	FDPS
P14317	HCLS1
P14314	PRKCSH
P14174	MIF
P13995	MTHFD2
P13984	GTF2F2
P13942	COL11A2
P13929	ENO3
P13861	PRKAR2A
P13807	GYS1
P13804	ETFA
P13798	APEH
P13797	PLS3
P13796	LCP1
P13716	ALAD
P13693	TPT1
P13674	P4HA1
P13667	PDIA4
P13645	KRT10
P13639	EEF2
P13637	ATP1A3
P13611	VCAN
P13489	RNH1
P13473	LAMP2
P13284	IFI30
P13073	COX4I1
P13010	XRCC5
P12956	XRCC6
P12955	PEPD
P12931	SRC
P12814	ACTN1
P12694	BCKDHA
P12532	CKMT1A
P12532	CKMT1B
P12429	ANXA3
P12277	CKB
P12271	RLBP1
P12270	TPR
P12268	IMPDH2
P12109	COL6A1
P12081	HARS
P12004	PCNA
P11940	PABPC1
P11908	PRPS2
P11802	CDK4
P11766	ADH5
P11586	MTHFD1
P11498	PC
P11441	UBL4A
P11413	G6PD
P11388	TOP2A
P11387	TOP1
P11310	ACADM
P11279	LAMP1
P11274	BCR
P11217	PYGM
P11216	PYGB
P11182	DBT
P11177	PDHB
P11172	UMPS
P11171	EPB41
P11142	HSPA8
P11117	ACP2
P11047	LAMC1
P11021	HSPA5
P10827	THRA
P10809	HSPD1
P10768	ESD
P10644	PRKAR1A
P10636	MAPT
P10619	CTSA
P10606	COX5B
P10599	TXN
P10515	DLAT
P10412	HIST1H1E
P10253	GAA
P10155	RO60
P10109	FDX1
P0DMV9	HSPA1B
P0DMN0	SULT1A4
P0DJJ0	SRGAP2C
P0DI82	TRAPPC2B
P0CG39	POTEJ
P0CG35	TMSB15B
P0CB38	PABPC4L
P0C870	JMJD7
P0C7X5	ZNF806
P0C0L5	C4B
P0C0L5	C4B_2
P0C025	NUDT17
P09972	ALDOC
P09960	LTA4H
P09936	UCHL1
P09884	POLA1
P09874	PARP1
P09668	CTSH
P09661	SNRPA1
P09651	HNRNPA1
P09622	DLD
P09543	CNP
P09525	ANXA4
P09497	CLTB
P09496	CLTA
P09493	TPM1
P09486	SPARC
P09455	RBP1
P09429	HMGB1
P09417	QDPR
P09382	LGALS1
P09234	SNRPC
P09211	GSTP1
P09132	SRP19
P09110	ACAA1
P09104	ENO2
P09012	SNRPA
P09001	MRPL3
P08865	RPSA
P08758	ANXA5
P08708	RPS17
P08670	VIM
P08621	SNRNP70
P08579	SNRPB2
P08559	PDHA1
P08397	HMBS
P08243	ASNS
P08238	HSP90AB1
P08237	PFKM
P08195	SLC3A2
P08138	NGFR
P08134	RHOC
P08133	ANXA6
P08047	SP1
P07954	FH
P07942	LAMB1
P07919	UQCRH
P07910	HNRNPC
P07902	GALT
P07900	HSP90AA1
P07858	CTSB
P07814	EPRS
P07741	APRT
P07738	BPGM
P07737	PFN1
P07711	CTSL
P07686	HEXB
P07602	PSAP
P07437	TUBB
P07384	CAPN1
P07355	ANXA2
P07339	CTSD
P07320	CRYGD
P07311	ACYP1
P07305	H1F0
P07237	P4HB
P07203	GPX1
P07197	NEFM
P07195	LDHB
P07108	DBI
P06865	HEXA
P06753	TPM3
P06748	NPM1
P06744	GPI
P06737	PYGL
P06733	ENO1
P06732	CKM
P06730	EIF4E
P06576	ATP5F1B
P06493	CDK1
P06454	PTMA
P06400	RB1
P06396	GSN
P06280	GLA
P06132	UROD
P05787	KRT8
P05783	KRT18
P05455	SSB
P05388	RPLP0
P05387	RPLP2
P05386	RPLP1
P05204	HMGN2
P05198	EIF2S1
P05166	PCCB
P05114	HMGN1
P05106	ITGB3
P05091	ALDH2
P05089	ARG1
P05023	ATP1A1
P04844	RPN2
P04818	TYMS
P04792	HSPB1
P04637	TP53
P04632	CAPNS1
P04424	ASL
P04406	GAPDH
P04350	TUBB4A
P04275	VWF
P04264	KRT1
P04259	KRT6B
P04198	MYCN
P04183	TK1
P04181	OAT
P04179	SOD2
P04114	APOB
P04083	ANXA1
P04080	CSTB
P04075	ALDOA
P04066	FUCA1
P04062	GBA
P04040	CAT
P04004	VTN
P02788	LTF
P02786	TFRC
P02765	AHSG
P02549	SPTA1
P02545	LMNA
P01737	TRAV8-4
P01112	HRAS
P01100	FOS
P01031	C5
P01023	A2M
P00966	ASS1
P00918	CA2
P00813	ADA
P00568	AK1
P00558	PGK1
P00505	GOT2
P00492	HPRT1
P00491	PNP
P00441	SOD1
P00439	PAH
P00390	GSR
P00387	CYB5R3
P00374	DHFR
P00367	GLUD1
P00352	ALDH1A1
P00338	LDHA
O96033	MOCS2
O96019	ACTL6A
O96017	CHEK2
O96013	PAK4
O96007	MOCS2
O95994	AGR2
O95989	NUDT3
O95983	MBD3
O95965	ITGBL1
O95905	ECD
O95881	TXNDC12
O95865	DDAH2
O95861	BPNT1
O95834	EML2
O95833	CLIC3
O95831	AIFM1
O95825	CRYZL1
O95817	BAG3
O95816	BAG2
O95801	TTC4
O95793	STAU1
O95782	AP2A1
O95777	LSM8
O95757	HSPA4L
O95749	GGPS1
O95747	OXSR1
O95721	SNAP29
O95704	APBB3
O95684	FGFR1OP
O95671	ASMTL
O95619	YEATS4
O95613	PCNT
O95602	POLR1A
O95573	ACSL3
O95571	ETHE1
O95487	SEC24B
O95486	SEC24A
O95456	PSMG1
O95453	PARN
O95433	AHSA1
O95429	BAG4
O95425	SVIL
O95400	CD2BP2
O95397	PLEKHA8P1
O95394	PGM3
O95379	TNFAIP8
O95376	ARIH2
O95373	IPO7
O95372	LYPLA2
O95365	ZBTB7A
O95352	ATG7
O95347	SMC2
O95340	PAPSS2
O95336	PGLS
O95302	FKBP9
O95295	SNAPIN
O95292	VAPB
O95255	ABCC6
O95249	GOSR1
O95248	SBF1
O95239	KIF4A
O95232	LUC7L3
O95229	ZWINT
O95219	SNX4
O95218	ZRANB2
O95202	LETM1
O95182	NDUFA7
O95166	GABARAP
O95163	ELP1
O95155	UBE4B
O95125	ZNF202
O95104	SCAF4
O95071	UBR5
O95059	RPP14
O95025	SEMA3D
O94992	HEXIM1
O94986	CEP152
O94985	CLSTN1
O94979	SEC31A
O94973	AP2A2
O94966	USP19
O94933	SLITRK3
O94927	HAUS5
O94925	GLS
O94906	PRPF6
O94903	PLPBP
O94898	LRIG2
O94888	UBXN7
O94855	SEC24D
O94850	DDN
O94842	TOX4
O94832	MYO1D
O94829	IPO13
O94826	TOMM70
O94822	LTN1
O94819	KBTBD11
O94811	TPPP
O94804	STK10
O94788	ALDH1A2
O94776	MTA2
O94763	URI1
O94760	DDAH1
O76094	SRP72
O76075	DFFB
O76071	CIAO1
O76070	SNCG
O76041	NEBL
O76031	CLPX
O76021	RSL1D1
O76003	GLRX3
O75947	ATP5PD
O75940	SMNDC1
O75937	DNAJC8
O75936	BBOX1
O75935	DCTN3
O75934	BCAS2
O75915	ARL6IP5
O75914	PAK3
O75909	CCNK
O75886	STAM2
O75884	RBBP9
O75879	GATB
O75874	IDH1
O75832	PSMD10
O75822	EIF3J
O75821	EIF3G
O75818	RPP40
O75817	POP7
O75815	BCAR3
O75795	UGT2B17
O75794	CDC123
O75792	RNASEH2A
O75746	SLC25A12
O75718	CRTAP
O75717	WDHD1
O75694	NUP155
O75691	UTP20
O75689	ADAP1
O75688	PPM1B
O75683	SURF6
O75674	TOM1L1
O75665	OFD1
O75663	TIPRL
O75643	SNRNP200
O75638	CTAG2
O75608	LYPLA1
O75607	NPM3
O75600	GCAT
O75592	MYCBP2
O75582	RPS6KA5
O75575	CRCP
O75569	PRKRA
O75554	WBP4
O75534	CSDE1
O75533	SF3B1
O75531	BANF1
O75530	EED
O75521	ECI2
O75506	HSBP1
O75503	CLN5
O75496	GMNN
O75494	SRSF10
O75489	NDUFS3
O75475	PSIP1
O75449	KATNA1
O75448	MED24
O75446	SAP30
O75445	USH2A
O75439	PMPCB
O75436	VPS26A
O75420	GIGYF1
O75419	CDC45
O75417	POLQ
O75400	PRPF40A
O75396	SEC22B
O75394	MRPL33
O75391	SPAG7
O75390	CS
O75380	NDUFS6
O75376	NCOR1
O75369	FLNB
O75368	SH3BGRL
O75366	AVIL
O75351	VPS4B
O75348	ATP6V1G1
O75347	TBCA
O75340	PDCD6
O75334	PPFIA2
O75330	HMMR
O75323	NIPSNAP2
O75312	ZPR1
O75223	GGCT
O75208	COQ9
O75190	DNAJB6
O75179	ANKRD17
O75177	SS18L1
O75175	CNOT3
O75170	PPP6R2
O75165	DNAJC13
O75159	SOCS5
O75155	CAND2
O75153	CLUH
O75150	RNF40
O75146	HIP1R
O75143	ATG13
O75131	CPNE3
O75122	CLASP2
O75116	ROCK2
O75113	N4BP1
O75093	SLIT1
O75083	WDR1
O75061	DNAJC6
O75056	SDC3
O75023	LILRB5
O60942	RNGTT
O60936	NOL3
O60934	NBN
O60925	PFDN1
O60921	HUS1
O60909	B4GALT2
O60888	CUTA
O60885	BRD4
O60884	DNAJA2
O60879	DIAPH2
O60869	EDF1
O60841	EIF5B
O60832	DKC1
O60831	PRAF2
O60828	PQBP1
O60826	CCDC22
O60825	PFKFB2
O60784	TOM1
O60783	MRPS14
O60779	SLC19A2
O60763	USO1
O60749	SNX2
O60739	EIF1B
O60733	PLA2G6
O60716	CTNND1
O60701	UGDH
O60684	KPNA6
O60678	PRMT3
O60664	PLIN3
O60613	SELENOF
O60610	DIAPH1
O60573	EIF4E2
O60568	PLOD3
O60566	BUB1B
O60563	CCNT1
O60547	GMDS
O60524	NEMF
O60508	CDC40
O60506	SYNCRIP
O60502	OGA
O60493	SNX3
O60343	TBC1D4
O60341	KDM1A
O60333	KIF1B
O60313	OPA1
O60307	MAST3
O60306	AQR
O60293	ZFC3H1
O60292	SIPA1L3
O60290	ZNF862
O60287	URB1
O60282	KIF5C
O60271	SPAG9
O60264	SMARCA5
O60256	PRPSAP2
O60245	PCDH7
O60244	MED14
O60232	ZNRD2
O60231	DHX16
O60229	KALRN
O60220	TIMM8A
O60216	RAD21
O43929	ORC4
O43924	PDE6D
O43920	NDUFS5
O43913	ORC5
O43865	AHCYL1
O43852	CALU
O43847	NRDC
O43837	IDH3B
O43823	AKAP8
O43818	RRP9
O43815	STRN
O43813	LANCL1
O43809	NUDT21
O43805	SSNA1
O43795	MYO1B
O43776	NARS
O43768	ENSA
O43765	SGTA
O43747	AP1G1
O43719	HTATSF1
O43715	TRIAP1
O43708	GSTZ1
O43707	ACTN4
O43684	BUB3
O43681	ASNA1
O43677	NDUFC1
O43670	ZNF207
O43665	RGS10
O43660	PLRG1
O43633	CHMP2A
O43617	TRAPPC3
O43615	TIMM44
O43598	DNPH1
O43592	XPOT
O43583	DENR
O43555	GNRH2
O43542	XRCC3
O43526	KCNQ2
O43504	LAMTOR5
O43491	EPB41L2
O43488	AKR7A2
O43464	HTRA2
O43447	PPIH
O43414	ERI3
O43402	EMC8
O43399	TPD52L2
O43396	TXNL1
O43395	PRPF3
O43390	HNRNPR
O43347	MSI1
O43345	ZNF208
O43324	EEF1E1
O43318	MAP3K7
O43314	PPIP5K2
O43310	CTIF
O43301	HSPA12A
O43290	SART1
O43264	ZW10
O43252	PAPSS1
O43242	PSMD3
O43237	DYNC1LI2
O43181	NDUFS4
O43175	PHGDH
O43172	PRPF4
O43169	CYB5B
O43164	PJA2
O43156	TTI1
O43148	RNMT
O43143	DHX15
O15550	KDM6A
O15541	RNF113A
O15514	POLR2D
O15511	ARPC5
O15498	YKT6
O15460	P4HA2
O15446	CD3EAP
O15400	STX7
O15397	IPO8
O15382	BCAT2
O15379	HDAC3
O15372	EIF3H
O15371	EIF3D
O15357	INPPL1
O15355	PPM1G
O15347	HMGB3
O15344	MID1
O15305	PMM2
O15294	OGT
O15235	MRPS12
O15234	CASC3
O15226	NKRF
O15212	PFDN6
O15182	CETN3
O15164	TRIM24
O15160	POLR1C
O15155	BET1
O15145	ARPC3
O15144	ARPC2
O15143	ARPC1B
O15126	SCAMP1
O15116	LSM1
O15111	CHUK
O15091	PRORP
O15090	ZNF536
O15084	ANKRD28
O15078	CEP290
O15075	DCLK1
O15067	PFAS
O15066	KIF3B
O15054	KDM6B
O15050	TRANK1
O15047	SETD1A
O15042	U2SURP
O15040	TECPR2
O15027	SEC16A
O15015	ZNF646
O15013	ARHGEF10
O14981	BTAF1
O14980	XPO1
O14979	HNRNPDL
O14976	GAK
O14974	PPP1R12A
O14964	HGS
O14936	CASK
O14929	HAT1
O14908	GIPC1
O14893	GEMIN2
O14874	BCKDK
O14830	PPEF2
O14828	SCAMP3
O14818	PSMA7
O14810	CPLX1
O14802	POLR3A
O14787	TNPO2
O14782	KIF3C
O14777	NDC80
O14776	TCERG1
O14773	TPP1
O14772	FPGT
O14757	CHEK1
O14756	HSD17B6
O14745	SLC9A3R1
O14744	PRMT5
O14737	PDCD5
O14732	IMPA2
O14727	APAF1
O14686	KMT2D
O14654	IRS4
O14618	CCS
O14617	AP3D1
O14579	COPE
O14578	CIT
O14562	UBFD1
O14561	NDUFAB1
O14545	TRAFD1
O14531	DPYSL4
O14530	TXNDC9
O14519	CDK2AP1
O14511	NRG2
O14497	ARID1A
O00764	PDXK
O00762	UBE2C
O00754	MAN2B1
O00743	PPP6C
O00629	KPNA4
O00625	PIR
O00584	RNASET2
O00571	DDX3X
O00567	NOP56
O00560	SDCBP
O00541	PES1
O00512	BCL9
O00506	STK25
O00505	KPNA3
O00499	BIN1
O00487	PSMD14
O00479	HMGN4
O00471	EXOC5
O00469	PLOD2
O00458	IFRD1
O00442	RTCA
O00429	DNM1L
O00425	IGF2BP3
O00422	SAP18
O00411	POLRMT
O00410	IPO5
O00401	WASL
O00399	DCTN6
O00330	PDHX
O00303	EIF3F
O00299	CLIC1
O00295	TULP2
O00291	HIP1
O00273	DFFA
O00268	TAF4
O00267	SUPT5H
O00264	PGRMC1
O00244	ATOX1
O00233	PSMD9
O00232	PSMD12
O00231	PSMD11
O00213	APBB1
O00203	AP3B1
O00193	SMAP
O00186	STXBP3
O00178	GTPBP1
O00170	AIP
O00161	SNAP23
O00159	MYO1C
O00154	ACOT7
O00151	PDLIM1
O00148	DDX39A
O00139	KIF2A
O00115	DNASE2
F5GYI3	UBAP1L
E9PRG8	C11orf98
E9PAV3	NACA
C9JLW8	MCRIP1
C9JBD0	KRBOX1
C9J1S8	TRIM49D1
C9J1S8	TRIM49D2
B7Z6K7	ZNF814
B2RXH4	BTBD18
B1APH4	ZNF487
A9UHW6	MIF4GD
A8MXV4	NUDT19
A8MT70	ZBBX
A8MT69	CENPX
A7E2S9	ANKRD30BL
A6NNY8	USP27X
A6NIH7	UNC119B
A6NHX0	CASTOR2
A6NHR9	SMCHD1
A6NHL2	TUBAL3
A6NED2	RCCD1
A6NE52	WDR97
A6NDU8	C5orf51
A6NDG6	PGP
A6NC62	RBAKDN
A6H8Y1	BDP1
A5YKK6	CNOT1
A5D8V6	VPS37C
A5A3E0	POTEF
A4UGR9	XIRP2
A4D2P6	GRID2IP
A4D256	CDC14C
A4D1S5	RAB19
A4D1P6	WDR91
A3KN83	SBNO1
A2VDF0	FUOM
A2RRD8	ZNF320
A2CJ06	DYTN
A1X283	SH3PXD2B
A1KXE4	FAM168B
A0MZ66	SHTN1
A0JLT2	MED19
A0AVT1	UBA6
